clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,rank,reputation,school,social,unhelpful
5,10/09/2015,4,3,4,0,4,5,5,89,5,Georgia Institute of Technology,5,0
4,09/23/2015,3,3,2,2,3,3,2,89,4,Georgia Institute of Technology,3,0
5,09/07/2015,3,3,4,0,3,5,1,89,5,Georgia Institute of Technology,4,1
5,08/21/2015,5,4,4,0,5,5,4,89,5,Georgia Institute of Technology,5,0
4,08/21/2015,3,3,3,0,5,3,4,89,5,Georgia Institute of Technology,3,1
3,08/19/2015,4,1,3,3,3,2,1,89,4,Georgia Institute of Technology,4,3
5,08/11/2015,5,3,1,2,5,4,3,89,5,Georgia Institute of Technology,5,1
5,07/24/2015,5,4,5,1,4,5,5,89,5,Georgia Institute of Technology,5,1
5,06/26/2015,4,3,2,3,5,4,3,89,5,Georgia Institute of Technology,4,2
4,05/29/2015,4,4,4,6,4,4,4,89,5,Georgia Institute of Technology,4,1
5,05/12/2015,3,3,3,3,5,5,5,89,5,Georgia Institute of Technology,4,0
5,05/01/2015,3,3,4,3,5,4,4,89,5,Georgia Institute of Technology,4,1
5,03/30/2015,5,5,5,1,5,5,5,89,5,Georgia Institute of Technology,5,5
5,03/27/2015,5,5,3,5,5,5,3,89,5,Georgia Institute of Technology,5,4
4,03/14/2015,2,3,3,3,5,4,1,89,5,Georgia Institute of Technology,4,8
5,02/17/2015,3,3,3,2,1,4,1,89,5,Georgia Institute of Technology,3,5
4,01/07/2015,3,2,3,2,5,3,3,89,4,Georgia Institute of Technology,4,2
4,01/05/2015,5,4,4,7,5,5,4,89,4,Georgia Institute of Technology,5,2
5,12/30/2014,5,5,5,5,5,5,5,89,5,Georgia Institute of Technology,5,2
5,12/09/2014,5,5,5,3,5,5,5,89,5,Georgia Institute of Technology,5,4
5,12/08/2014,4,3,3,4,2,4,3,89,5,Georgia Institute of Technology,4,2
5,11/23/2014,4,4,4,6,5,5,4,89,5,Georgia Institute of Technology,5,2
5,11/04/2014,4,3,5,1,3,5,4,89,5,Georgia Institute of Technology,5,0
5,11/02/2014,4,3,4,5,3,5,3,89,5,Georgia Institute of Technology,4,4
5,10/30/2014,4,3,5,2,4,5,5,89,5,Georgia Institute of Technology,4,4
4,10/28/2014,4,3,2,7,5,4,3,89,5,Georgia Institute of Technology,4,0
5,10/27/2014,4,3,3,4,5,5,3,89,5,Georgia Institute of Technology,4,1
5,10/22/2014,5,3,4,4,1,5,4,89,5,Georgia Institute of Technology,5,3
5,10/21/2014,5,3,5,10,5,5,5,89,5,Georgia Institute of Technology,5,5
5,10/20/2014,4,3,4,2,4,4,5,89,5,Georgia Institute of Technology,4,2
5,10/19/2014,5,3,3,2,4,3,1,89,5,Georgia Institute of Technology,4,0
5,10/17/2014,4,3,4,2,5,5,5,89,5,Georgia Institute of Technology,5,1
4,10/17/2014,4,3,2,0,4,3,2,89,4,Georgia Institute of Technology,4,2
4,10/17/2014,3,4,3,0,5,5,5,89,5,Georgia Institute of Technology,4,2
5,10/14/2014,4,3,3,6,3,5,4,89,5,Georgia Institute of Technology,5,0
5,10/09/2014,4,3,3,0,5,4,4,89,5,Georgia Institute of Technology,4,0
4,09/17/2014,3,3,4,0,3,5,5,89,5,Georgia Institute of Technology,4,0
4,08/19/2014,5,5,4,2,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/12/2014,5,4,5,7,5,4,1,89,5,Georgia Institute of Technology,5,6
5,04/03/2014,4,4,5,1,4,5,5,89,5,Georgia Institute of Technology,5,0
5,04/01/2014,5,3,3,1,5,5,5,89,5,Georgia Institute of Technology,5,1
5,01/13/2014,5,3,5,1,5,5,5,89,5,Georgia Institute of Technology,5,0
4,01/05/2014,5,5,4,0,5,4,5,89,4,Georgia Institute of Technology,5,1
5,12/19/2013,3,2,1,2,3,3,1,89,5,Georgia Institute of Technology,3,1
5,11/26/2013,4,3,3,2,3,5,1,89,5,Georgia Institute of Technology,4,1
5,11/12/2013,4,3,5,0,5,5,5,89,5,Georgia Institute of Technology,5,1
5,11/11/2013,5,2,3,1,5,5,5,89,5,Georgia Institute of Technology,5,0
5,11/08/2013,5,5,5,1,5,5,5,89,5,Georgia Institute of Technology,5,1
5,10/30/2013,5,4,4,0,4,5,5,89,5,Georgia Institute of Technology,5,0
5,10/29/2013,4,2,2,1,4,5,5,89,5,Georgia Institute of Technology,4,1
3,10/17/2013,5,5,5,0,4,4,5,89,5,Georgia Institute of Technology,5,0
5,08/15/2013,5,5,5,1,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/13/2013,4,4,2,0,5,4,5,89,5,Georgia Institute of Technology,5,0
5,08/13/2013,3,4,2,0,4,5,5,89,5,Georgia Institute of Technology,4,0
5,07/10/2013,5,3,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,05/07/2013,4,4,4,0,5,5,5,89,5,Georgia Institute of Technology,5,1
4,04/15/2013,5,2,2,1,5,4,1,89,5,Georgia Institute of Technology,5,0
5,03/15/2013,5,3,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
4,02/21/2013,5,3,3,0,5,3,3,89,5,Georgia Institute of Technology,5,0
5,02/07/2013,4,2,2,0,5,5,5,89,5,Georgia Institute of Technology,4,0
4,02/01/2013,4,3,3,0,5,5,5,89,5,Georgia Institute of Technology,4,0
4,01/02/2013,4,4,5,0,5,4,5,89,5,Georgia Institute of Technology,4,0
2,12/11/2012,1,1,1,0,3,3,1,89,1,Georgia Institute of Technology,2,4
5,10/11/2012,5,3,5,0,5,4,5,89,5,Georgia Institute of Technology,5,0
5,10/02/2012,5,3,3,0,4,4,5,89,5,Georgia Institute of Technology,5,0
5,08/19/2012,3,5,3,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,08/08/2012,5,2,1,0,5,4,3,89,3,Georgia Institute of Technology,5,0
5,06/04/2012,4,4,4,0,5,4,5,89,4,Georgia Institute of Technology,5,0
5,05/17/2012,4,3,4,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,04/28/2012,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,1
5,04/18/2012,5,4,3,0,5,5,5,89,5,Georgia Institute of Technology,5,0
4,04/11/2012,3,1,2,0,5,4,1,89,1,Georgia Institute of Technology,4,0
5,03/29/2012,5,4,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,03/03/2012,4,1,4,0,5,5,5,89,5,Georgia Institute of Technology,4,0
5,02/08/2012,5,2,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,01/26/2012,5,3,4,0,5,5,5,89,5,Georgia Institute of Technology,4,0
5,01/06/2012,4,3,4,0,5,4,5,89,4,Georgia Institute of Technology,4,0
4,12/20/2011,3,2,3,0,5,4,5,89,5,Georgia Institute of Technology,3,0
5,12/17/2011,5,1,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,11/23/2011,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,11/18/2011,4,2,5,0,5,5,5,89,5,Georgia Institute of Technology,4,0
3,11/09/2011,1,1,2,0,3,2,3,89,3,Georgia Institute of Technology,2,0
5,11/07/2011,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,11/02/2011,4,3,4,0,5,2,5,89,5,Georgia Institute of Technology,5,0
5,10/30/2011,4,4,5,0,5,5,5,89,5,Georgia Institute of Technology,4,0
4,10/24/2011,4,2,2,0,1,2,1,89,2,Georgia Institute of Technology,4,0
4,09/26/2011,4,3,5,0,3,5,5,89,5,Georgia Institute of Technology,4,0
5,09/23/2011,5,3,4,0,5,4,5,89,5,Georgia Institute of Technology,5,0
5,08/27/2011,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,2
5,08/27/2011,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/26/2011,3,3,3,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,08/22/2011,5,2,3,0,5,5,1,89,4,Georgia Institute of Technology,5,0
3,08/14/2011,5,1,3,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/12/2011,4,4,3,0,5,5,5,89,5,Georgia Institute of Technology,4,0
4,08/05/2011,3,3,3,0,5,3,1,89,5,Georgia Institute of Technology,4,0
5,08/04/2011,5,3,5,0,4,4,5,89,5,Georgia Institute of Technology,5,0
4,07/20/2011,5,3,4,0,5,3,5,89,5,Georgia Institute of Technology,4,0
5,07/11/2011,4,3,4,0,5,4,5,89,5,Georgia Institute of Technology,5,0
5,05/02/2011,4,1,3,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,05/01/2011,4,1,4,0,5,5,5,89,5,Georgia Institute of Technology,4,0
5,04/22/2011,2,2,3,0,4,5,5,89,5,Georgia Institute of Technology,3,0
5,04/06/2011,4,2,4,0,5,4,5,89,5,Georgia Institute of Technology,5,0
5,03/22/2011,5,4,3,0,4,5,5,89,5,Georgia Institute of Technology,5,0
5,02/22/2011,5,2,5,0,5,4,5,89,5,Georgia Institute of Technology,5,0
4,02/14/2011,2,1,2,0,5,4,3,89,3,Georgia Institute of Technology,3,0
5,02/01/2011,4,1,4,0,5,4,5,89,5,Georgia Institute of Technology,5,0
4,02/01/2011,3,1,1,0,5,3,1,89,3,Georgia Institute of Technology,2,0
5,01/25/2011,5,4,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,01/09/2011,5,5,3,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,12/23/2010,3,3,4,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,12/22/2010,4,4,4,0,5,5,5,89,5,Georgia Institute of Technology,4,0
5,12/14/2010,4,2,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,11/23/2010,4,2,4,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,11/03/2010,4,4,4,0,5,4,5,89,5,Georgia Institute of Technology,4,0
4,11/02/2010,4,2,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
4,11/02/2010,4,2,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,10/30/2010,4,3,3,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,10/28/2010,5,4,3,0,5,4,5,89,5,Georgia Institute of Technology,5,0
4,10/25/2010,5,1,1,0,5,4,1,89,5,Georgia Institute of Technology,3,0
5,10/21/2010,3,2,3,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,10/13/2010,3,3,4,0,4,4,5,89,5,Georgia Institute of Technology,3,0
5,10/03/2010,5,2,1,0,2,4,5,89,5,Georgia Institute of Technology,5,0
4,09/24/2010,5,3,1,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,09/16/2010,5,5,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/19/2010,4,2,4,0,5,5,5,89,5,Georgia Institute of Technology,4,0
5,08/18/2010,5,3,5,1,5,5,5,89,5,Georgia Institute of Technology,5,0
5,08/16/2010,3,3,5,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,08/08/2010,5,2,2,0,5,4,5,89,5,Georgia Institute of Technology,4,0
5,08/02/2010,5,3,4,0,5,3,5,89,5,Georgia Institute of Technology,5,0
5,07/30/2010,4,5,4,0,5,5,5,89,5,Georgia Institute of Technology,5,0
5,07/24/2010,5,2,5,0,5,5,5,89,5,Georgia Institute of Technology,5,0
4,07/23/2010,5,2,4,0,5,3,5,89,5,Georgia Institute of Technology,5,0
5,06/28/2010,5,1,4,0,5,5,1,89,5,Georgia Institute of Technology,5,0
4,5/23/17,3,3,4,1,5,5,5,90,5,Kalamazoo College,5,05,3/3/17,3,2,3,0,3,3,4,90,4,Kalamazoo College,3,04,12/18/16,4,3,2,0,3,2,3,90,3,Kalamazoo College,2,15,11/30/16,4,3,5,0,3,5,5,90,5,Kalamazoo College,5,04,10/15/16,4,3,4,0,4,4,5,90,5,Kalamazoo College,4,02,3/27/16,4,3,2,0,3,2,3,90,3,Kalamazoo College,2,22,1/3/16,5,4,4,0,3,5,4,90,4,Kalamazoo College,3,04,11/2/15,4,2,3,0,3,3,4,90,4,Kalamazoo College,3,03,10/26/15,4,2,2,2,3,2,3,90,4,Kalamazoo College,2,14,10/1/15,5,3,5,0,2,4,4,90,5,Kalamazoo College,3,03,3/5/15,5,3,4,0,4,4,4,90,5,Kalamazoo College,3,04,2/6/15,5,2,2,0,1,3,4,90,5,Kalamazoo College,3,15,1/21/15,5,3,5,1,4,5,4,90,4,Kalamazoo College,4,03,11/9/14,4,3,4,1,3,4,4,90,5,Kalamazoo College,3,13,10/30/14,3,2,2,3,2,4,3,90,4,Kalamazoo College,2,24,10/11/14,5,5,5,2,4,4,5,90,5,Kalamazoo College,5,04,6/23/14,5,4,3,0,5,4,3,90,4,Kalamazoo College,3,12,4/1/14,4,4,5,1,3,5,4,90,4,Kalamazoo College,3,14,3/4/14,5,4,5,1,3,4,5,90,5,Kalamazoo College,4,04,10/16/13,5,3,5,0,3,5,5,90,5,Kalamazoo College,5,01,3/7/13,3,3,2,2,2,2,1,90,3,Kalamazoo College,3,05,2/27/13,5,3,4,1,3,3,5,90,5,Kalamazoo College,5,02,10/10/12,3,2,4,0,2,2,3,90,3,Kalamazoo College,4,05,6/9/12,4,3,4,0,4,5,5,90,5,Kalamazoo College,4,05,5/25/12,5,4,5,0,3,5,5,90,5,Kalamazoo College,5,05,5/16/12,5,2,5,0,3,5,5,90,5,Kalamazoo College,5,03,12/19/11,5,2,4,0,4,3,5,90,4,Kalamazoo College,5,15,11/18/11,5,4,4,0,4,4,5,90,5,Kalamazoo College,5,05,10/3/11,5,3,4,0,4,5,5,90,5,Kalamazoo College,5,04,9/22/11,3,2,4,0,4,1,5,90,4,Kalamazoo College,4,01,7/25/11,5,3,4,0,3,5,5,90,5,Kalamazoo College,5,03,4/8/11,3,2,2,0,3,3,3,90,3,Kalamazoo College,3,04,2/11/11,5,3,4,0,2,4,5,90,5,Kalamazoo College,5,05,1/7/11,5,5,5,0,5,5,5,90,5,Kalamazoo College,5,04,11/21/10,4,4,4,0,2,4,5,90,5,Kalamazoo College,5,04,11/12/10,5,3,3,0,3,4,5,90,4,Kalamazoo College,5,05,9/3/10,4,4,2,0,3,4,5,90,4,Kalamazoo College,5,04,8/19/10,5,2,3,0,3,4,5,90,5,Kalamazoo College,5,05,6/5/10,4,1,5,0,3,3,5,90,4,Kalamazoo College,5,0
3,04/26/2017,3,2,4,5,4,3,4,91,4,DePauw University,4,0
4,01/10/2017,5,4,5,0,4,3,4,91,5,DePauw University,5,1
4,12/11/2016,4,3,5,0,4,3,4,91,4,DePauw University,5,0
5,12/01/2016,5,4,5,1,4,3,5,91,5,DePauw University,5,0
4,11/23/2016,4,4,5,1,3,3,5,91,4,DePauw University,5,0
4,11/22/2016,3,4,4,1,4,4,3,91,4,DePauw University,4,0
3,11/17/2016,4,4,5,2,5,3,4,91,3,DePauw University,4,3
5,11/16/2016,5,3,5,0,3,2,5,91,4,DePauw University,5,0
4,09/12/2016,4,3,5,2,4,4,4,91,5,DePauw University,4,0
3,06/02/2016,2,1,1,8,2,1,2,91,3,DePauw University,3,3
3,06/02/2016,3,2,1,2,3,2,4,91,4,DePauw University,4,1
4,05/02/2016,5,3,5,0,3,4,5,91,5,DePauw University,5,1
3,04/14/2016,4,3,1,7,2,2,3,91,4,DePauw University,3,9
3,03/17/2016,3,3,4,3,3,2,4,91,4,DePauw University,5,3
4,01/31/2016,4,1,4,2,4,3,4,91,5,DePauw University,4,1
4,01/31/2016,4,1,4,1,4,3,4,91,5,DePauw University,4,1
4,01/19/2016,4,1,5,0,3,4,5,91,5,DePauw University,5,1
5,01/07/2016,5,4,5,1,4,4,5,91,5,DePauw University,5,1
5,10/01/2015,5,4,5,0,3,4,5,91,5,DePauw University,5,0
5,07/03/2015,5,4,5,0,3,4,5,91,5,DePauw University,5,1
4,05/28/2015,4,3,5,0,4,4,3,91,5,DePauw University,5,1
5,04/09/2015,3,4,5,0,3,4,5,91,5,DePauw University,4,1
5,12/29/2014,5,4,5,3,4,4,5,91,5,DePauw University,5,2
4,12/09/2014,4,3,5,2,2,4,5,91,4,DePauw University,5,1
4,12/02/2014,4,4,2,0,4,4,4,91,4,DePauw University,4,1
5,11/26/2014,5,5,5,2,5,4,5,91,5,DePauw University,5,2
5,11/07/2014,5,3,5,1,4,5,5,91,5,DePauw University,5,1
5,11/05/2014,4,3,5,2,4,3,5,91,4,DePauw University,4,1
5,11/04/2014,5,5,5,3,4,5,5,91,5,DePauw University,5,1
5,11/04/2014,5,5,5,1,4,5,5,91,5,DePauw University,5,1
5,11/04/2014,5,5,5,2,5,4,5,91,5,DePauw University,5,1
5,11/04/2014,5,5,5,3,4,4,5,91,5,DePauw University,5,1
5,11/04/2014,4,5,5,3,4,5,5,91,5,DePauw University,5,0
5,10/26/2014,5,3,5,1,3,3,5,91,5,DePauw University,5,0
4,09/30/2014,4,3,4,0,3,3,4,91,4,DePauw University,4,5
2,09/12/2014,3,2,1,3,2,1,1,91,4,DePauw University,3,10
3,09/07/2014,5,4,5,0,4,3,5,91,5,DePauw University,5,2
5,06/24/2014,3,4,5,0,5,5,5,91,5,DePauw University,4,1
5,06/10/2014,5,4,5,3,4,4,5,91,5,DePauw University,5,2
5,04/21/2014,5,3,5,3,3,4,5,91,4,DePauw University,5,0
5,04/02/2014,4,4,5,2,4,5,5,91,4,DePauw University,5,2
5,03/31/2014,5,3,5,4,4,3,5,91,4,DePauw University,5,1
3,02/03/2014,4,3,2,3,3,1,5,91,3,DePauw University,4,0
2,01/28/2014,4,2,2,1,5,1,1,91,2,DePauw University,3,3
5,01/26/2014,5,4,5,0,4,5,1,91,5,DePauw University,5,1
5,01/04/2014,5,4,5,0,4,4,5,91,5,DePauw University,5,0
3,12/29/2013,4,3,4,0,4,3,5,91,4,DePauw University,4,1
5,12/11/2013,5,4,5,0,4,3,1,91,5,DePauw University,5,1
5,11/27/2013,5,3,5,0,4,5,5,91,4,DePauw University,5,0
4,11/22/2013,5,4,5,0,3,3,5,91,4,DePauw University,5,1
2,11/13/2013,3,2,3,0,3,2,3,91,4,DePauw University,4,2
5,10/27/2013,5,5,5,0,5,5,5,91,5,DePauw University,5,2
4,04/24/2013,5,4,5,0,4,2,5,91,4,DePauw University,5,1
5,04/23/2013,5,5,5,0,5,5,5,91,5,DePauw University,5,1
3,04/14/2013,4,3,2,0,3,2,5,91,3,DePauw University,4,0
5,12/11/2012,4,3,5,0,2,4,5,91,5,DePauw University,4,1
4,12/02/2012,3,1,3,1,3,2,5,91,4,DePauw University,4,0
5,11/21/2012,4,4,4,0,4,3,5,91,5,DePauw University,5,1
5,11/17/2012,5,1,5,0,5,2,5,91,4,DePauw University,5,1
5,11/11/2012,4,3,5,0,3,2,5,91,4,DePauw University,4,1
5,10/07/2012,4,4,4,0,3,2,5,91,5,DePauw University,5,1
5,05/23/2012,4,4,5,0,4,3,5,91,4,DePauw University,4,1
3,01/27/2012,4,2,5,0,3,3,5,91,5,DePauw University,4,1
5,12/13/2011,5,5,5,0,5,5,5,91,5,DePauw University,5,1
5,11/30/2011,5,2,3,0,1,3,5,91,5,DePauw University,5,1
2,11/29/2011,2,2,2,0,2,2,3,91,2,DePauw University,2,1
4,11/02/2011,4,5,5,0,2,3,5,91,4,DePauw University,4,1
5,09/26/2011,4,3,4,0,4,4,5,91,4,DePauw University,5,1
4,08/24/2011,5,4,5,0,5,3,5,91,4,DePauw University,5,1
5,08/02/2011,5,4,5,0,4,4,5,91,5,DePauw University,5,1
1,05/26/2011,1,1,1,0,1,1,1,91,1,DePauw University,1,0
5,05/14/2011,5,3,5,0,2,2,5,91,5,DePauw University,5,0
5,04/19/2011,5,4,5,0,4,4,5,91,5,DePauw University,5,0
3,04/14/2011,5,3,5,0,4,4,5,91,5,DePauw University,5,0
3,03/29/2011,5,3,5,0,3,2,5,91,4,DePauw University,5,0
2,03/08/2011,2,1,2,0,3,1,1,91,3,DePauw University,3,0
5,02/08/2011,5,5,5,0,5,1,5,91,5,DePauw University,5,0
5,11/24/2010,3,4,5,0,3,4,5,91,5,DePauw University,4,0
2,11/18/2010,3,2,4,0,3,1,1,91,3,DePauw University,3,0
5,11/15/2010,4,3,5,0,5,2,5,91,5,DePauw University,5,0
4,11/12/2010,4,1,3,0,4,1,1,91,4,DePauw University,4,0
3,11/07/2010,4,5,4,0,3,5,5,91,4,DePauw University,5,0
5,10/27/2010,4,3,5,0,3,3,5,91,5,DePauw University,4,0
5,10/26/2010,3,2,5,0,3,2,5,91,5,DePauw University,4,0
5,10/13/2010,5,4,5,0,4,4,5,91,5,DePauw University,5,0
5,09/16/2010,5,4,2,0,4,5,3,91,4,DePauw University,5,0
4,08/17/2010,4,4,5,0,5,2,5,91,3,DePauw University,5,0
4,08/12/2010,4,3,2,0,5,3,5,91,5,DePauw University,4,0
5,08/12/2010,4,2,4,0,5,2,1,91,4,DePauw University,4,0
4,05/25/2010,4,4,5,0,5,3,5,91,5,DePauw University,5,0
4,04/21/2010,4,3,4,0,3,4,5,91,4,DePauw University,5,0
3,03/31/2017,4,4,3,0,3,5,3,92,5,Cooper Union,3,0
3,01/24/2017,4,3,2,0,4,5,3,92,4,Cooper Union,1,0
5,01/22/2017,5,5,5,0,5,5,5,92,5,Cooper Union,5,0
2,01/05/2017,4,2,3,1,4,5,5,92,5,Cooper Union,3,0
2,09/14/2016,3,3,3,0,5,5,3,92,4,Cooper Union,4,0
3,12/20/2014,3,4,4,7,4,5,4,92,5,Cooper Union,3,2
4,11/21/2014,3,3,4,0,2,5,4,92,4,Cooper Union,4,3
1,11/16/2014,1,3,1,6,1,2,1,92,5,Cooper Union,1,2
3,11/12/2014,2,2,1,7,1,5,5,92,3,Cooper Union,5,4
3,02/20/2014,4,4,5,3,3,5,5,92,5,Cooper Union,1,1
4,01/24/2013,3,1,5,1,4,5,4,92,5,Cooper Union,3,0
3,12/20/2012,5,5,5,0,2,5,5,92,3,Cooper Union,5,1
1,10/16/2011,2,1,3,1,3,3,1,92,5,Cooper Union,2,0
1,10/16/2011,2,1,3,1,3,3,1,92,5,Cooper Union,2,0
4,09/14/2011,4,5,5,0,5,5,5,92,5,Cooper Union,4,0
5,06/19/2011,4,4,5,0,5,5,5,92,5,Cooper Union,3,0
4,05/08/2011,5,3,5,1,3,5,4,92,5,Cooper Union,3,0
4,11/28/2010,2,3,5,0,5,4,4,92,5,Cooper Union,3,0
2,10/24/2010,3,2,3,0,2,4,2,92,4,Cooper Union,1,0
2,09/08/2010,1,2,1,0,1,2,2,92,1,Cooper Union,2,0
5,09/08/2010,3,1,2,0,1,5,5,92,5,Cooper Union,3,0
5,09/01/2010,2,1,1,0,2,4,3,92,4,Cooper Union,3,0
4,07/20/2010,5,4,1,0,4,5,5,92,5,Cooper Union,5,0
4,07/14/2017,4,3,4,0,4,4,3,93,4,University of Texas at Austin,4,0
4,07/13/2017,2,2,5,0,5,5,4,93,4,University of Texas at Austin,3,0
5,07/06/2017,5,5,5,1,5,5,5,93,5,University of Texas at Austin,5,0
5,06/29/2017,5,5,5,1,5,5,5,93,5,University of Texas at Austin,5,0
5,06/25/2017,4,3,5,0,3,5,5,93,5,University of Texas at Austin,5,0
5,06/08/2017,4,3,4,0,4,3,3,93,4,University of Texas at Austin,3,0
4,06/06/2017,5,2,5,0,3,5,5,93,5,University of Texas at Austin,4,1
5,05/22/2017,5,4,5,2,3,5,5,93,5,University of Texas at Austin,5,0
5,05/12/2017,4,2,3,0,5,5,4,93,5,University of Texas at Austin,5,0
4,05/04/2017,3,3,3,1,4,3,4,93,4,University of Texas at Austin,3,1
5,04/25/2017,4,5,5,2,4,5,5,93,5,University of Texas at Austin,4,1
5,04/23/2017,3,4,5,7,4,5,4,93,5,University of Texas at Austin,4,0
5,04/22/2017,4,3,5,1,5,4,5,93,5,University of Texas at Austin,5,3
5,04/21/2017,5,3,5,0,5,5,5,93,5,University of Texas at Austin,5,2
4,04/20/2017,4,4,5,0,4,4,5,93,5,University of Texas at Austin,5,5
4,04/20/2017,4,4,5,1,4,5,5,93,5,University of Texas at Austin,5,0
5,04/19/2017,5,4,4,0,4,3,5,93,5,University of Texas at Austin,5,0
4,04/14/2017,5,3,5,0,3,5,5,93,5,University of Texas at Austin,4,1
4,04/12/2017,4,4,5,1,3,4,4,93,5,University of Texas at Austin,5,0
5,04/11/2017,5,5,5,0,5,5,5,93,5,University of Texas at Austin,5,3
5,04/09/2017,5,4,3,1,4,5,4,93,5,University of Texas at Austin,5,1
5,04/09/2017,4,4,4,1,3,5,5,93,5,University of Texas at Austin,4,0
5,03/30/2017,5,3,5,1,4,5,5,93,5,University of Texas at Austin,5,1
5,02/25/2017,4,3,5,4,2,4,4,93,5,University of Texas at Austin,4,0
5,02/14/2017,5,4,3,0,3,4,4,93,4,University of Texas at Austin,5,0
5,02/06/2017,5,4,5,1,5,5,5,93,5,University of Texas at Austin,5,2
5,01/22/2017,5,5,3,3,1,5,5,93,5,University of Texas at Austin,5,1
5,01/18/2017,3,4,5,2,3,2,3,93,4,University of Texas at Austin,3,0
5,01/17/2017,4,4,5,0,3,5,5,93,5,University of Texas at Austin,4,0
4,01/17/2017,2,1,4,0,4,3,3,93,4,University of Texas at Austin,2,0
5,01/16/2017,3,1,5,0,1,4,3,93,4,University of Texas at Austin,3,0
4,01/16/2017,3,3,3,1,3,4,3,93,4,University of Texas at Austin,3,0
4,01/16/2017,4,4,4,0,3,4,5,93,4,University of Texas at Austin,4,0
5,01/14/2017,5,5,5,1,5,5,5,93,5,University of Texas at Austin,5,0
4,01/13/2017,5,5,5,0,1,5,5,93,5,University of Texas at Austin,5,0
5,01/12/2017,5,4,5,1,2,5,5,93,5,University of Texas at Austin,5,1
5,01/10/2017,5,4,5,1,5,5,5,93,5,University of Texas at Austin,5,0
5,01/09/2017,5,4,5,5,4,5,4,93,5,University of Texas at Austin,5,0
5,01/09/2017,5,5,5,1,4,4,4,93,4,University of Texas at Austin,5,0
5,01/07/2017,3,3,5,2,5,5,5,93,3,University of Texas at Austin,3,0
5,12/20/2016,4,3,5,3,4,4,4,93,4,University of Texas at Austin,4,0
5,12/15/2016,4,4,5,1,3,5,5,93,5,University of Texas at Austin,4,0
4,12/12/2016,3,4,4,1,3,5,5,93,4,University of Texas at Austin,3,0
5,12/09/2016,5,4,5,3,4,4,5,93,5,University of Texas at Austin,5,0
5,12/08/2016,5,4,5,3,5,5,4,93,5,University of Texas at Austin,5,0
5,12/07/2016,5,4,5,0,5,5,5,93,5,University of Texas at Austin,5,0
5,12/05/2016,5,4,5,1,4,5,5,93,5,University of Texas at Austin,5,0
5,12/05/2016,4,3,3,0,3,4,4,93,5,University of Texas at Austin,4,0
5,12/03/2016,5,4,5,0,5,5,5,93,5,University of Texas at Austin,5,0
5,12/01/2016,5,4,5,0,4,5,4,93,4,University of Texas at Austin,5,0
5,11/21/2016,5,5,5,3,5,5,5,93,5,University of Texas at Austin,5,1
4,11/04/2016,4,3,4,0,3,5,4,93,5,University of Texas at Austin,4,0
4,11/02/2016,4,4,4,1,2,4,3,93,5,University of Texas at Austin,4,0
5,11/02/2016,5,3,5,0,5,5,5,93,5,University of Texas at Austin,5,0
5,10/31/2016,5,5,5,0,5,5,5,93,5,University of Texas at Austin,5,0
5,10/25/2016,5,5,5,1,5,5,5,93,5,University of Texas at Austin,5,0
5,10/14/2016,4,3,4,1,5,4,3,93,5,University of Texas at Austin,4,3
5,10/12/2016,4,5,5,0,4,5,5,93,5,University of Texas at Austin,4,0
5,09/22/2016,5,4,5,2,4,5,5,93,5,University of Texas at Austin,5,5
5,09/01/2016,5,5,5,2,4,5,5,93,5,University of Texas at Austin,5,2
4,08/24/2016,5,5,4,1,3,5,5,93,5,University of Texas at Austin,5,1
5,08/24/2016,5,5,5,0,5,5,5,93,5,University of Texas at Austin,5,0
