clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,reputation,school,social,unhelpful
5,11/14/2014,5,5,3,4,3,4,5,5,Washington University in St. Louis,5,3
5,11/12/2014,5,5,4,5,4,4,5,5,Washington University in St. Louis,5,0
5,11/11/2014,5,5,3,2,4,4,5,5,Washington University in St. Louis,5,5
5,11/10/2014,5,5,5,4,5,5,5,5,Washington University in St. Louis,5,0
5,11/02/2014,5,5,3,4,3,3,4,5,Washington University in St. Louis,5,0
5,10/28/2014,4,5,5,2,3,4,5,5,Washington University in St. Louis,5,0
4,10/13/2014,4,5,4,1,4,4,4,5,Washington University in St. Louis,4,0
4,10/06/2014,5,5,4,2,3,4,5,5,Washington University in St. Louis,5,0
5,10/02/2014,5,5,4,2,5,4,5,5,Washington University in St. Louis,5,2
5,09/29/2014,5,5,4,0,5,4,5,5,Washington University in St. Louis,5,4
4,09/24/2014,5,5,3,1,5,5,5,5,Washington University in St. Louis,5,1
4,09/23/2014,4,5,4,1,4,4,4,4,Washington University in St. Louis,5,2
5,09/14/2014,5,5,5,1,5,5,5,4,Washington University in St. Louis,5,0
3,08/04/2014,5,5,5,3,5,5,5,5,Washington University in St. Louis,5,0
5,07/08/2014,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,07/07/2014,5,5,4,0,3,5,5,5,Washington University in St. Louis,5,0
3,06/18/2014,4,5,3,1,2,4,5,4,Washington University in St. Louis,5,0
4,05/09/2014,5,5,4,0,5,4,1,5,Washington University in St. Louis,5,0
5,04/23/2014,5,5,3,1,4,5,5,5,Washington University in St. Louis,5,0
5,04/21/2014,5,5,5,4,5,5,5,5,Washington University in St. Louis,5,0
5,04/17/2014,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,04/08/2014,5,5,3,3,4,5,5,5,Washington University in St. Louis,5,0
4,03/24/2014,5,5,4,0,3,5,5,5,Washington University in St. Louis,5,1
5,03/07/2014,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,1
5,02/13/2014,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,1
5,01/27/2014,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,1
5,12/08/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,1
5,12/07/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,11/29/2013,5,5,4,0,2,4,5,5,Washington University in St. Louis,5,0
5,11/23/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,10/24/2013,5,5,4,0,4,5,5,5,Washington University in St. Louis,5,0
5,10/21/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,10/10/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,08/05/2013,4,5,1,1,4,3,5,5,Washington University in St. Louis,5,0
5,07/02/2013,5,5,4,0,4,5,5,5,Washington University in St. Louis,5,0
4,05/28/2013,5,5,5,0,5,4,5,5,Washington University in St. Louis,5,0
5,04/20/2013,4,5,5,0,2,5,5,5,Washington University in St. Louis,5,0
5,04/17/2013,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
3,04/11/2013,5,5,4,1,1,3,5,4,Washington University in St. Louis,5,0
3,04/07/2013,3,2,3,0,2,4,5,5,Washington University in St. Louis,3,0
5,01/28/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,01/02/2013,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
2,01/02/2013,5,5,4,0,3,4,5,4,Washington University in St. Louis,5,0
3,11/27/2012,4,4,4,0,4,4,5,5,Washington University in St. Louis,4,0
5,11/15/2012,4,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,11/15/2012,4,5,4,0,4,4,5,5,Washington University in St. Louis,5,0
5,11/15/2012,4,5,3,0,3,5,5,5,Washington University in St. Louis,5,0
5,11/14/2012,5,5,4,0,5,5,5,5,Washington University in St. Louis,5,0
5,10/04/2012,5,5,3,0,5,5,5,5,Washington University in St. Louis,5,1
5,06/29/2012,5,4,4,0,5,4,5,5,Washington University in St. Louis,5,0
5,06/02/2012,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
3,05/20/2012,5,5,3,0,5,5,5,5,Washington University in St. Louis,5,0
4,05/08/2012,5,5,2,0,5,2,1,4,Washington University in St. Louis,5,0
5,05/02/2012,5,5,5,0,4,4,5,5,Washington University in St. Louis,5,0
4,04/26/2012,3,3,4,0,4,4,5,5,Washington University in St. Louis,4,0
5,04/20/2012,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,04/06/2012,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,03/01/2012,5,5,5,0,5,4,5,5,Washington University in St. Louis,5,0
5,12/20/2011,5,5,5,0,2,5,5,5,Washington University in St. Louis,5,0
3,12/14/2011,5,5,3,0,4,5,5,5,Washington University in St. Louis,5,0
5,12/12/2011,5,5,4,0,5,4,5,5,Washington University in St. Louis,5,0
4,11/28/2011,5,5,5,0,5,5,5,4,Washington University in St. Louis,5,0
4,11/15/2011,5,4,4,0,5,4,5,5,Washington University in St. Louis,5,0
4,11/03/2011,4,4,3,0,2,3,5,4,Washington University in St. Louis,5,0
5,10/11/2011,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,10/07/2011,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
4,09/05/2011,4,5,4,0,4,4,5,5,Washington University in St. Louis,5,0
4,09/04/2011,5,5,4,0,3,4,5,4,Washington University in St. Louis,5,0
5,08/01/2011,5,5,4,0,3,5,5,3,Washington University in St. Louis,5,0
5,08/01/2011,5,5,5,0,3,5,5,5,Washington University in St. Louis,5,0
4,08/01/2011,5,4,4,0,2,4,5,5,Washington University in St. Louis,5,0
5,07/23/2011,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,06/22/2011,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,05/16/2011,5,5,3,0,3,3,5,5,Washington University in St. Louis,5,0
4,05/12/2011,5,5,2,0,4,5,3,5,Washington University in St. Louis,5,0
5,05/03/2011,5,3,4,0,3,5,3,5,Washington University in St. Louis,5,0
5,04/24/2011,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,03/31/2011,5,5,3,0,5,4,5,5,Washington University in St. Louis,5,0
5,03/21/2011,5,4,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,03/09/2011,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,03/08/2011,5,5,4,0,5,5,5,5,Washington University in St. Louis,5,0
5,12/19/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,11/17/2010,5,5,5,0,5,3,5,4,Washington University in St. Louis,5,0
5,11/17/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
4,10/31/2010,5,5,4,0,3,5,5,5,Washington University in St. Louis,5,0
5,10/18/2010,5,5,5,0,4,4,5,4,Washington University in St. Louis,5,0
5,09/18/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
4,09/15/2010,5,5,5,0,3,5,5,5,Washington University in St. Louis,5,0
4,09/13/2010,5,5,4,0,5,4,5,5,Washington University in St. Louis,5,0
5,09/07/2010,5,5,3,0,4,3,5,5,Washington University in St. Louis,5,0
5,08/31/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
4,08/31/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,08/30/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,08/25/2010,5,5,5,0,4,4,5,4,Washington University in St. Louis,5,0
5,08/19/2010,4,5,5,0,3,5,5,5,Washington University in St. Louis,5,0
5,08/18/2010,5,5,4,0,5,5,5,5,Washington University in St. Louis,5,0
4,08/07/2010,4,5,4,0,4,5,5,4,Washington University in St. Louis,5,0
5,08/03/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
4,07/23/2010,4,3,4,0,4,4,5,4,Washington University in St. Louis,5,0
5,07/20/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,07/16/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,07/11/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,06/30/2010,5,5,5,0,5,5,5,5,Washington University in St. Louis,5,0
5,06/16/2010,5,4,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,05/28/2010,5,5,5,0,4,5,5,5,Washington University in St. Louis,5,0
5,04/13/2010,3,4,3,0,2,5,5,5,Washington University in St. Louis,4,0
5,04/13/2010,4,5,4,0,4,3,5,5,Washington University in St. Louis,5,0
4,12/23/2015,4,5,5,2,4,3,4,4,Wake Forest University,4,1
3,11/17/2015,4,4,5,1,5,4,3,5,Wake Forest University,4,6
5,10/22/2015,5,4,5,2,5,4,5,4,Wake Forest University,5,4
1,08/31/2015,5,3,1,7,5,2,4,3,Wake Forest University,2,3
4,06/22/2015,5,4,5,4,4,4,4,5,Wake Forest University,4,1
3,04/13/2015,5,3,3,8,4,4,4,4,Wake Forest University,3,5
4,04/09/2015,5,4,5,4,3,4,5,5,Wake Forest University,4,1
5,04/08/2015,5,4,5,6,4,4,4,5,Wake Forest University,4,2
3,03/31/2015,5,4,5,2,4,5,5,4,Wake Forest University,5,8
3,03/30/2015,4,3,2,11,4,3,3,5,Wake Forest University,3,6
4,01/30/2015,5,5,5,2,5,5,5,5,Wake Forest University,4,6
4,12/16/2014,5,3,5,2,5,4,5,5,Wake Forest University,5,1
5,11/11/2014,5,4,5,2,5,4,5,5,Wake Forest University,5,2
4,11/02/2014,5,3,5,1,4,4,5,5,Wake Forest University,5,3
3,10/28/2014,2,3,1,7,3,2,4,4,Wake Forest University,3,4
4,10/28/2014,5,4,5,2,5,4,4,5,Wake Forest University,4,1
5,10/23/2014,5,4,5,2,5,4,5,5,Wake Forest University,5,2
5,10/17/2014,5,4,5,3,5,4,5,5,Wake Forest University,4,2
5,04/25/2014,5,4,5,3,5,5,5,5,Wake Forest University,5,2
3,02/17/2014,5,4,5,2,5,4,5,5,Wake Forest University,5,2
5,12/20/2013,5,5,5,2,5,5,5,5,Wake Forest University,5,2
4,04/25/2013,5,3,4,2,5,5,5,5,Wake Forest University,5,1
5,01/14/2013,5,5,5,1,5,4,5,5,Wake Forest University,5,2
5,01/09/2013,5,4,4,4,4,5,5,5,Wake Forest University,5,4
4,11/06/2012,5,5,5,0,5,5,5,5,Wake Forest University,5,5
3,09/20/2012,5,4,3,0,4,5,5,5,Wake Forest University,5,2
5,04/05/2012,5,3,2,0,3,4,5,5,Wake Forest University,5,2
5,12/09/2011,5,3,4,1,3,5,5,5,Wake Forest University,5,2
5,11/08/2011,5,4,5,0,5,5,5,5,Wake Forest University,5,4
5,10/16/2011,5,3,3,0,3,3,5,4,Wake Forest University,5,2
1,09/04/2011,1,2,1,1,3,1,1,5,Wake Forest University,2,1
4,09/04/2011,5,3,4,0,4,4,5,4,Wake Forest University,5,1
5,05/27/2011,5,3,5,0,4,5,5,5,Wake Forest University,5,1
5,04/02/2011,5,4,4,0,5,5,5,5,Wake Forest University,5,1
5,03/14/2011,5,4,5,0,5,5,5,5,Wake Forest University,5,1
5,03/04/2011,5,4,5,0,5,5,5,5,Wake Forest University,5,1
5,02/03/2011,5,2,4,0,4,4,5,5,Wake Forest University,5,1
5,10/19/2010,4,3,3,0,5,5,5,5,Wake Forest University,4,1
5,08/05/2010,5,3,4,0,5,5,5,5,Wake Forest University,5,1
4,07/19/2010,5,5,4,0,5,5,5,5,Wake Forest University,5,1
5,06/20/2010,5,5,5,0,4,5,5,5,Wake Forest University,5,1
5,05/10/2010,5,3,4,0,4,4,5,5,Wake Forest University,5,1
5,06/08/2017,3,3,5,0,3,5,5,5,Villanova University,4,0
5,03/16/2017,5,4,5,0,4,5,5,5,Villanova University,5,0
5,02/27/2017,5,5,5,0,5,5,5,5,Villanova University,5,0
4,01/10/2017,3,4,5,1,2,4,4,4,Villanova University,3,0
3,11/14/2016,4,3,5,0,4,5,4,4,Villanova University,5,1
4,11/14/2016,4,3,3,0,3,5,4,5,Villanova University,4,0
3,10/28/2016,5,4,5,0,3,5,5,5,Villanova University,4,0
5,10/26/2016,5,5,5,0,4,5,5,5,Villanova University,5,1
4,10/25/2016,5,4,5,0,2,4,5,5,Villanova University,5,0
4,10/20/2016,4,3,1,0,4,3,4,4,Villanova University,1,4
3,06/10/2016,4,3,4,0,2,4,4,5,Villanova University,4,2
4,05/04/2016,3,3,5,5,2,4,5,5,Villanova University,3,1
3,04/27/2016,3,3,1,7,1,2,4,3,Villanova University,2,5
1,04/19/2016,2,2,1,5,1,2,3,4,Villanova University,1,5
4,03/31/2016,4,3,5,1,2,5,4,4,Villanova University,4,2
5,03/07/2016,5,4,5,1,3,5,5,5,Villanova University,4,1
5,01/08/2016,5,5,5,0,5,5,5,5,Villanova University,5,1
5,11/12/2015,5,5,5,2,5,5,5,5,Villanova University,5,0
4,11/10/2015,5,4,4,3,4,4,5,5,Villanova University,2,1
5,11/10/2015,5,5,5,1,5,5,5,5,Villanova University,5,1
3,11/10/2015,5,3,5,2,2,4,5,5,Villanova University,5,1
4,11/05/2015,3,3,4,0,4,3,3,4,Villanova University,4,3
4,10/27/2015,3,3,3,0,3,4,5,5,Villanova University,3,0
4,10/27/2015,4,4,4,0,2,5,5,4,Villanova University,4,0
5,08/26/2015,5,4,3,0,3,5,4,5,Villanova University,5,0
5,08/18/2015,4,3,4,2,4,5,5,4,Villanova University,5,0
5,08/14/2015,4,4,4,0,3,5,5,4,Villanova University,5,1
4,07/30/2015,3,3,3,0,3,3,3,4,Villanova University,3,0
5,07/11/2015,3,3,4,2,2,5,5,5,Villanova University,4,0
3,04/28/2015,5,5,5,0,5,5,5,5,Villanova University,5,1
3,04/09/2015,1,3,4,2,2,5,5,4,Villanova University,3,0
5,04/03/2015,4,4,5,1,3,4,5,5,Villanova University,4,0
4,03/19/2015,2,3,3,6,2,3,3,4,Villanova University,3,2
5,01/20/2015,4,4,5,6,5,5,5,5,Villanova University,5,1
5,11/04/2014,5,5,5,4,5,5,5,5,Villanova University,5,4
5,11/03/2014,5,5,5,5,5,5,5,5,Villanova University,5,1
5,10/30/2014,4,4,5,1,4,5,5,5,Villanova University,5,1
5,10/30/2014,5,5,5,4,5,5,5,5,Villanova University,5,2
4,10/30/2014,5,5,3,2,2,4,4,5,Villanova University,5,0
5,10/29/2014,4,4,5,2,4,5,5,5,Villanova University,5,1
5,10/29/2014,5,3,3,0,2,4,4,5,Villanova University,5,0
5,10/28/2014,4,3,3,1,2,5,5,5,Villanova University,5,1
5,10/22/2014,4,3,4,3,2,4,5,5,Villanova University,5,0
4,10/18/2014,3,4,4,4,1,4,5,5,Villanova University,4,0
5,09/23/2014,3,4,4,1,2,5,5,5,Villanova University,4,0
4,01/09/2014,5,4,3,1,4,5,5,3,Villanova University,5,0
5,11/08/2013,5,5,5,2,5,5,5,5,Villanova University,5,2
5,10/28/2013,4,4,4,3,3,4,5,5,Villanova University,4,1
2,05/31/2013,1,2,1,1,4,4,1,3,Villanova University,2,6
5,03/12/2013,4,4,2,1,2,4,5,4,Villanova University,4,0
2,02/20/2013,3,4,3,0,1,4,5,4,Villanova University,4,0
5,02/17/2013,4,2,2,1,3,4,3,4,Villanova University,5,3
4,01/20/2013,5,4,5,1,3,5,5,5,Villanova University,5,0
5,01/10/2013,4,5,4,0,5,5,5,5,Villanova University,5,0
4,06/13/2012,5,3,1,1,4,3,3,4,Villanova University,4,0
4,05/14/2012,4,4,4,1,5,5,5,5,Villanova University,5,0
3,04/11/2012,3,2,3,0,1,4,1,4,Villanova University,3,0
4,03/03/2012,5,4,4,0,2,4,5,4,Villanova University,5,0
5,12/29/2011,4,5,5,0,4,5,5,5,Villanova University,4,0
5,12/20/2011,5,5,5,0,5,5,5,5,Villanova University,5,0
2,12/07/2011,2,2,1,0,2,2,1,4,Villanova University,2,0
2,11/09/2011,1,2,1,0,2,1,3,1,Villanova University,2,0
5,11/04/2011,2,4,4,0,2,4,5,4,Villanova University,3,0
5,11/03/2011,4,5,5,0,5,5,5,5,Villanova University,5,0
1,09/30/2011,2,2,1,0,2,3,1,4,Villanova University,2,0
4,05/11/2011,4,4,4,0,4,4,5,4,Villanova University,4,0
5,04/14/2011,4,4,5,0,5,5,5,5,Villanova University,5,0
5,04/12/2011,5,5,5,0,4,5,5,5,Villanova University,5,0
5,12/22/2010,5,3,4,0,3,5,5,5,Villanova University,5,0
5,12/16/2010,4,4,4,0,3,5,5,4,Villanova University,5,0
5,11/17/2010,5,3,3,0,4,5,5,5,Villanova University,5,0
4,11/04/2010,4,4,3,0,2,5,5,5,Villanova University,5,0
4,11/01/2010,4,3,3,0,2,3,5,4,Villanova University,5,0
5,10/29/2010,5,3,4,0,5,5,5,4,Villanova University,5,0
5,10/27/2010,3,3,2,0,3,3,5,4,Villanova University,4,0
5,10/26/2010,3,5,2,0,4,4,5,4,Villanova University,3,0
4,09/09/2010,4,2,5,0,3,4,5,5,Villanova University,5,0
5,09/01/2010,4,4,4,0,5,4,5,4,Villanova University,4,0
2,08/18/2010,3,3,3,0,3,4,5,4,Villanova University,4,0
3,07/26/2010,1,3,3,0,3,4,5,3,Villanova University,2,0
5,07/24/2010,5,5,5,0,4,5,5,5,Villanova University,5,0
3,07/12/2010,3,4,3,0,4,3,5,5,Villanova University,4,0
4,06/15/2010,3,2,2,0,4,3,3,4,Villanova University,3,0
4,05/11/2010,1,4,3,0,4,2,3,4,Villanova University,3,0
4,05/10/2010,4,3,4,0,5,4,5,5,Villanova University,4,0
3,05/01/2010,5,4,4,0,4,4,5,5,Villanova University,5,0
5,04/30/2010,5,5,5,0,5,5,5,5,Villanova University,5,1
5,03/27/2017,3,2,5,0,3,4,4,5,Carnegie Mellon University,3,2
5,12/26/2016,3,3,4,3,4,4,3,4,Carnegie Mellon University,4,1
4,12/09/2016,3,3,3,2,3,4,4,5,Carnegie Mellon University,4,3
4,11/10/2016,4,3,2,3,3,4,5,5,Carnegie Mellon University,3,2
3,10/30/2016,2,2,2,0,3,4,4,4,Carnegie Mellon University,2,0
4,10/27/2016,5,3,5,1,5,5,5,5,Carnegie Mellon University,4,0
3,10/04/2016,4,1,3,0,4,4,4,4,Carnegie Mellon University,2,0
5,08/20/2016,5,4,5,0,5,5,5,5,Carnegie Mellon University,4,0
5,07/28/2016,5,5,5,3,5,5,5,5,Carnegie Mellon University,4,0
5,07/28/2016,5,5,5,1,5,5,5,5,Carnegie Mellon University,4,0
4,07/06/2016,4,3,3,1,5,3,3,5,Carnegie Mellon University,3,1
5,06/01/2016,5,3,5,1,3,4,5,5,Carnegie Mellon University,5,0
5,04/28/2016,4,4,4,1,5,4,4,5,Carnegie Mellon University,5,0
1,04/21/2016,3,2,1,9,5,2,3,5,Carnegie Mellon University,1,1
3,03/28/2016,4,4,5,4,5,4,4,5,Carnegie Mellon University,4,0
4,02/18/2016,4,4,4,5,5,4,4,5,Carnegie Mellon University,3,0
3,01/16/2016,4,1,4,1,4,4,5,5,Carnegie Mellon University,3,2
4,12/15/2015,5,3,3,3,5,3,5,5,Carnegie Mellon University,3,2
5,12/13/2015,4,3,4,1,4,4,5,5,Carnegie Mellon University,2,1
2,12/04/2015,4,1,4,3,5,3,4,5,Carnegie Mellon University,3,3
5,11/21/2015,4,4,3,0,5,4,3,5,Carnegie Mellon University,4,0
5,11/15/2015,4,3,3,2,5,4,3,5,Carnegie Mellon University,4,0
5,10/30/2015,3,3,3,0,5,3,4,5,Carnegie Mellon University,4,0
5,10/07/2015,3,3,2,0,5,4,4,5,Carnegie Mellon University,3,1
5,08/19/2015,4,3,5,2,5,4,3,5,Carnegie Mellon University,5,0
5,07/04/2015,4,3,4,1,3,4,5,5,Carnegie Mellon University,4,1
5,05/17/2015,4,3,3,0,5,4,5,5,Carnegie Mellon University,4,1
4,04/23/2015,4,3,3,2,4,4,2,5,Carnegie Mellon University,4,7
5,03/30/2015,3,3,2,3,3,5,3,5,Carnegie Mellon University,4,1
3,03/09/2015,3,1,2,1,4,1,3,5,Carnegie Mellon University,4,10
4,01/23/2015,4,3,4,4,4,4,4,5,Carnegie Mellon University,4,1
5,12/10/2014,4,3,3,5,5,4,3,5,Carnegie Mellon University,4,0
5,12/07/2014,4,3,1,3,4,3,1,5,Carnegie Mellon University,4,5
5,11/19/2014,4,2,1,1,5,4,2,5,Carnegie Mellon University,5,1
5,11/05/2014,4,3,3,1,4,4,3,5,Carnegie Mellon University,4,1
4,10/16/2014,5,2,2,1,5,4,4,5,Carnegie Mellon University,5,0
5,03/22/2014,2,1,1,3,5,4,5,5,Carnegie Mellon University,3,1
2,03/02/2014,2,2,1,4,3,2,3,3,Carnegie Mellon University,3,9
4,01/06/2014,3,4,4,9,5,4,5,4,Carnegie Mellon University,4,0
5,11/13/2013,5,5,5,9,5,5,5,5,Carnegie Mellon University,5,0
5,11/04/2013,4,2,4,6,3,5,5,5,Carnegie Mellon University,4,0
5,09/28/2013,5,4,4,3,5,5,1,5,Carnegie Mellon University,5,2
5,06/15/2013,5,5,5,3,5,5,5,5,Carnegie Mellon University,5,0
5,04/23/2013,4,3,5,4,4,5,5,5,Carnegie Mellon University,5,0
5,03/22/2013,5,5,5,2,5,5,5,5,Carnegie Mellon University,5,1
4,01/12/2013,4,1,2,1,3,5,5,5,Carnegie Mellon University,4,2
5,12/05/2012,3,3,3,5,3,5,5,5,Carnegie Mellon University,4,0
5,09/18/2012,4,3,4,1,5,5,5,5,Carnegie Mellon University,5,0
5,07/15/2012,5,2,5,0,5,4,5,5,Carnegie Mellon University,5,0
5,07/02/2012,4,1,3,0,5,5,5,5,Carnegie Mellon University,4,0
5,05/23/2012,4,2,4,0,4,4,5,5,Carnegie Mellon University,4,0
5,04/25/2012,4,3,3,0,4,4,5,5,Carnegie Mellon University,4,0
1,01/20/2012,5,2,3,1,5,5,1,5,Carnegie Mellon University,5,0
5,01/11/2012,4,3,1,1,5,2,1,5,Carnegie Mellon University,4,0
5,12/20/2011,5,2,5,0,2,5,5,5,Carnegie Mellon University,5,0
5,12/05/2011,4,3,3,1,4,4,5,5,Carnegie Mellon University,4,0
5,11/21/2011,3,3,3,0,5,5,5,4,Carnegie Mellon University,4,0
5,11/17/2011,5,2,5,0,5,5,5,5,Carnegie Mellon University,5,0
4,11/15/2011,3,2,2,0,5,3,5,4,Carnegie Mellon University,4,0
5,11/15/2011,5,4,4,0,5,5,5,5,Carnegie Mellon University,5,1
4,11/01/2011,5,3,5,0,4,5,3,5,Carnegie Mellon University,5,0
5,11/01/2011,5,5,5,0,5,5,5,5,Carnegie Mellon University,5,0
5,10/24/2011,4,4,4,0,3,4,5,5,Carnegie Mellon University,5,0
5,09/29/2011,3,3,2,0,4,5,5,5,Carnegie Mellon University,4,0
5,07/31/2011,1,2,3,0,4,4,5,5,Carnegie Mellon University,3,0
5,07/19/2011,5,5,5,0,5,5,5,5,Carnegie Mellon University,5,0
5,05/30/2011,5,3,4,0,5,4,5,5,Carnegie Mellon University,5,0
5,05/22/2011,5,4,4,0,5,5,5,5,Carnegie Mellon University,5,0
5,05/07/2011,4,4,4,0,5,4,5,5,Carnegie Mellon University,4,0
4,04/29/2011,3,5,3,1,5,3,3,5,Carnegie Mellon University,4,0
4,04/20/2011,3,1,2,0,5,1,5,5,Carnegie Mellon University,3,0
4,04/06/2011,4,2,1,0,4,4,3,4,Carnegie Mellon University,4,0
1,01/06/2011,1,1,1,0,1,1,1,1,Carnegie Mellon University,1,0
5,12/21/2010,4,2,2,1,5,5,5,5,Carnegie Mellon University,5,0
5,12/12/2010,3,2,5,0,5,5,5,5,Carnegie Mellon University,4,0
5,11/21/2010,4,2,5,0,5,5,5,5,Carnegie Mellon University,5,0
5,11/18/2010,3,2,2,0,4,5,5,5,Carnegie Mellon University,3,0
5,11/04/2010,5,5,5,0,5,5,5,5,Carnegie Mellon University,5,0
5,11/02/2010,3,2,3,0,5,5,5,5,Carnegie Mellon University,4,0
5,10/31/2010,4,3,4,0,4,5,5,5,Carnegie Mellon University,5,0
5,10/26/2010,5,2,4,0,5,5,5,4,Carnegie Mellon University,4,0
5,10/17/2010,2,3,2,0,4,3,5,5,Carnegie Mellon University,3,0
5,10/15/2010,3,2,1,0,5,5,5,5,Carnegie Mellon University,4,0
5,10/11/2010,3,2,3,0,5,3,5,5,Carnegie Mellon University,4,0
5,10/11/2010,4,2,5,0,4,4,5,5,Carnegie Mellon University,4,0
5,09/16/2010,5,1,2,0,5,2,1,4,Carnegie Mellon University,5,0
5,09/11/2010,4,3,4,0,5,5,5,5,Carnegie Mellon University,4,0
5,08/19/2010,5,4,4,0,5,5,5,5,Carnegie Mellon University,5,0
5,08/09/2010,5,2,2,0,4,5,5,5,Carnegie Mellon University,5,0
5,08/06/2010,4,3,4,0,5,5,5,5,Carnegie Mellon University,4,0
5,07/18/2010,4,4,5,0,5,5,5,5,Carnegie Mellon University,4,0
5,04/28/2010,4,2,4,0,5,5,5,5,Carnegie Mellon University,4,0
5,04/18/2010,3,3,2,0,5,5,5,5,Carnegie Mellon University,3,0
3,02/11/2017,4,3,4,1,4,4,3,4,Reed College,3,0
2,01/09/2017,3,4,1,0,4,2,2,3,Reed College,2,0
4,06/11/2016,5,4,4,0,5,5,5,4,Reed College,5,0
3,03/05/2016,4,3,5,0,4,4,4,3,Reed College,5,0
4,12/03/2015,5,3,1,0,4,4,3,5,Reed College,5,3
4,11/09/2015,5,3,3,2,3,5,3,4,Reed College,3,3
3,06/08/2015,5,5,5,2,5,4,4,3,Reed College,5,0
3,10/26/2013,5,5,5,5,3,5,4,5,Reed College,3,0
4,04/23/2013,5,5,5,4,3,5,4,5,Reed College,5,1
5,11/13/2012,5,4,1,0,4,5,4,5,Reed College,4,8
4,11/04/2012,4,5,5,0,4,4,3,5,Reed College,4,4
2,09/11/2012,5,3,5,0,3,5,5,5,Reed College,3,4
4,08/11/2012,5,4,5,0,3,5,4,5,Reed College,3,2
4,06/16/2012,5,4,5,0,4,5,4,5,Reed College,4,2
5,04/16/2012,5,4,5,0,5,5,3,5,Reed College,4,2
5,03/19/2012,5,5,5,0,5,5,5,5,Reed College,5,3
5,12/11/2011,5,5,5,0,5,5,5,4,Reed College,4,1
5,11/07/2011,5,3,5,4,4,3,3,5,Reed College,4,2
5,05/12/2011,5,5,5,1,5,5,5,5,Reed College,5,0
4,04/19/2011,5,3,5,0,4,5,3,5,Reed College,4,0
5,01/30/2011,5,5,5,0,5,5,5,5,Reed College,5,0
4,10/13/2010,4,5,4,4,5,5,5,4,Reed College,5,0
4,08/29/2010,5,4,4,0,3,5,5,5,Reed College,5,0
3,08/16/2010,5,2,5,0,5,5,5,5,Reed College,5,0
2,05/25/2010,4,4,5,0,5,5,5,5,Reed College,5,0
5,04/21/2010,5,3,3,3,5,4,5,5,Reed College,5,0
4,04/17/2010,4,4,4,0,5,5,5,5,Reed College,5,0
5,07/23/2017,5,5,5,1,5,4,5,4,University of Southern California,5,1
1,06/18/2017,1,1,1,6,1,1,1,1,University of Southern California,1,24
5,06/06/2017,5,4,5,6,3,4,5,5,University of Southern California,4,0
4,05/19/2017,4,2,2,3,4,3,5,5,University of Southern California,2,1
4,05/17/2017,5,3,5,6,5,5,5,5,University of Southern California,5,0
5,05/09/2017,5,4,5,1,4,4,5,3,University of Southern California,5,1
4,05/05/2017,5,3,4,1,3,5,5,4,University of Southern California,3,1
4,04/30/2017,5,4,5,1,3,5,4,5,University of Southern California,5,1
5,04/25/2017,3,3,5,2,4,2,5,5,University of Southern California,5,0
4,04/20/2017,5,3,5,0,3,3,4,4,University of Southern California,3,0
5,04/09/2017,5,4,5,3,4,4,5,5,University of Southern California,5,2
4,04/07/2017,5,3,5,0,4,5,5,5,University of Southern California,5,1
