clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,reputation,school,social,unhelpful
5,01/21/2016,5,5,5,4,4,5,5,5,New York University,5,0
5,01/19/2016,4,4,4,6,5,5,5,5,New York University,5,1
5,01/06/2016,4,4,3,5,5,4,4,4,New York University,4,2
4,01/04/2016,4,4,4,10,4,5,4,4,New York University,4,0
3,12/29/2015,4,3,3,1,3,5,4,5,New York University,3,0
5,12/28/2015,5,3,3,3,5,5,4,5,New York University,4,0
4,12/14/2015,2,4,4,4,3,5,4,5,New York University,3,0
4,12/09/2015,4,1,4,1,4,5,4,5,New York University,4,9
5,12/01/2015,5,4,5,10,3,5,4,4,New York University,5,0
4,11/30/2015,4,3,4,3,4,5,4,4,New York University,5,2
5,11/27/2015,5,3,4,3,4,5,5,4,New York University,5,4
3,11/21/2015,3,4,4,3,4,5,5,5,New York University,3,0
5,11/19/2015,5,3,4,1,5,5,5,5,New York University,5,1
5,11/19/2015,4,3,3,8,3,5,3,4,New York University,4,0
5,11/18/2015,5,5,5,2,5,5,5,5,New York University,5,1
5,11/11/2015,4,4,4,5,3,5,5,5,New York University,4,1
4,11/10/2015,4,3,4,5,3,5,3,5,New York University,4,0
5,11/07/2015,5,5,5,4,5,5,5,5,New York University,5,0
5,11/03/2015,5,5,5,6,5,5,5,5,New York University,5,2
4,10/25/2015,5,4,4,0,4,5,5,4,New York University,4,1
3,10/16/2015,5,3,4,0,5,4,4,2,New York University,4,0
3,10/16/2015,4,3,3,0,3,4,4,4,New York University,4,1
5,10/01/2015,5,5,5,0,5,5,5,4,New York University,4,1
5,08/24/2015,5,5,5,1,5,5,5,5,New York University,5,2
4,07/07/2015,4,4,4,1,4,4,4,4,New York University,4,3
5,06/03/2015,3,5,5,7,5,5,5,4,New York University,3,1
5,05/29/2015,4,3,2,14,5,3,2,5,New York University,3,1
3,05/29/2015,2,2,3,0,3,3,2,2,New York University,2,3
5,05/27/2015,5,5,5,1,5,5,5,5,New York University,5,1
5,05/18/2015,5,4,4,2,4,5,5,5,New York University,5,1
5,05/18/2015,5,3,3,3,3,5,5,4,New York University,4,2
5,05/12/2015,5,2,1,2,3,5,2,5,New York University,4,0
5,05/07/2015,4,3,4,3,4,5,5,5,New York University,5,0
5,04/30/2015,5,3,5,3,3,5,4,5,New York University,5,0
5,04/24/2015,5,3,2,5,4,5,3,5,New York University,5,0
5,04/22/2015,5,5,5,1,4,5,4,5,New York University,4,0
4,04/21/2015,4,3,3,0,2,4,4,4,New York University,4,1
5,04/21/2015,4,4,4,2,4,4,5,5,New York University,4,0
5,04/14/2015,3,3,5,1,4,5,5,4,New York University,4,2
5,03/31/2015,3,5,4,4,4,5,4,5,New York University,4,1
5,03/30/2015,5,5,4,3,4,5,4,4,New York University,5,0
4,03/30/2015,5,4,4,2,3,5,4,4,New York University,5,0
1,03/29/2015,1,1,2,8,1,1,2,4,New York University,2,5
4,03/27/2015,4,3,3,1,5,5,5,4,New York University,4,2
3,03/24/2015,4,3,2,9,4,5,3,2,New York University,3,1
4,02/02/2015,4,3,4,8,4,5,5,4,New York University,4,2
5,02/02/2015,3,3,2,1,3,5,1,4,New York University,3,2
5,01/30/2015,5,5,4,0,3,5,5,5,New York University,5,4
4,01/28/2015,3,1,1,6,2,3,1,3,New York University,3,1
5,01/13/2015,4,4,5,5,3,5,4,5,New York University,4,1
5,01/06/2015,4,3,4,5,5,5,5,4,New York University,4,0
4,12/19/2014,5,3,4,3,4,5,4,4,New York University,4,1
5,12/11/2014,5,3,5,1,3,5,5,5,New York University,4,4
5,12/08/2014,4,5,5,9,4,5,3,4,New York University,5,2
5,12/03/2014,5,3,4,0,3,5,4,5,New York University,4,2
5,12/03/2014,4,5,5,2,5,5,5,5,New York University,5,2
5,12/03/2014,3,4,4,6,3,5,4,4,New York University,4,2
5,12/01/2014,4,4,5,3,5,5,5,5,New York University,4,1
5,11/25/2014,5,3,4,0,4,5,5,4,New York University,5,0
4,11/21/2014,4,4,4,3,3,4,5,5,New York University,5,0
4,11/21/2014,3,4,3,8,4,4,4,5,New York University,4,0
4,11/20/2014,3,4,5,0,5,4,3,4,New York University,4,1
5,11/20/2014,5,4,3,0,4,5,4,4,New York University,4,2
4,11/19/2014,4,3,4,0,3,5,4,5,New York University,4,1
5,11/19/2014,5,5,5,2,5,5,5,5,New York University,5,1
4,11/18/2014,3,4,2,5,3,5,2,4,New York University,3,0
4,11/18/2014,4,4,2,1,4,1,3,4,New York University,4,1
3,11/18/2014,4,3,2,0,4,4,3,4,New York University,4,2
5,11/18/2014,5,5,4,0,3,5,5,4,New York University,5,1
5,11/17/2014,5,3,3,2,5,5,5,5,New York University,5,0
5,11/16/2014,4,3,5,1,3,5,5,5,New York University,5,0
4,11/15/2014,5,3,3,4,3,5,3,4,New York University,3,0
5,11/03/2014,4,3,4,4,4,5,4,5,New York University,4,0
5,10/30/2014,5,5,5,0,5,5,5,5,New York University,5,1
5,10/29/2014,5,5,5,1,5,5,5,5,New York University,5,2
5,10/28/2014,5,5,4,2,5,5,5,5,New York University,5,1
5,10/25/2014,4,3,4,1,4,5,5,4,New York University,4,0
1,10/24/2014,1,1,1,5,1,1,1,2,New York University,1,7
5,10/23/2014,5,4,4,1,4,5,3,5,New York University,5,1
4,10/21/2014,3,4,3,1,3,5,5,5,New York University,4,0
5,10/21/2014,5,5,4,0,5,5,5,5,New York University,5,0
5,10/18/2014,4,4,4,2,3,5,5,5,New York University,4,0
4,10/15/2014,3,5,5,2,5,5,5,5,New York University,4,0
4,10/14/2014,4,3,5,1,5,5,5,4,New York University,5,0
5,10/10/2014,5,5,5,2,5,5,5,5,New York University,5,0
5,10/03/2014,4,5,5,0,5,5,5,5,New York University,5,1
5,09/29/2014,3,4,4,0,3,5,4,4,New York University,4,0
5,09/29/2014,5,5,5,0,3,5,5,5,New York University,4,0
3,09/29/2014,4,3,3,0,3,4,3,3,New York University,4,0
5,09/26/2014,5,3,3,0,4,5,4,4,New York University,5,0
5,09/09/2014,4,4,5,0,3,5,5,5,New York University,4,0
4,09/05/2014,4,4,3,0,4,4,4,4,New York University,4,0
5,09/03/2014,5,5,5,0,5,5,5,5,New York University,5,0
5,08/18/2014,4,5,5,1,4,5,5,5,New York University,4,0
5,07/21/2014,4,4,3,0,5,5,5,5,New York University,4,1
5,06/23/2014,4,5,3,0,3,5,5,4,New York University,4,0
5,06/11/2014,5,5,5,0,4,5,5,5,New York University,5,0
5,06/11/2014,5,5,5,0,5,4,5,5,New York University,5,0
5,05/19/2014,5,5,5,0,5,5,5,5,New York University,5,0
1,05/01/2014,1,1,1,0,1,1,1,1,New York University,1,1
1,04/27/2014,1,1,1,1,1,1,1,1,New York University,1,0
4,04/20/2014,4,3,3,0,3,4,5,4,New York University,4,0
5,04/09/2014,5,4,4,0,3,5,5,4,New York University,5,0
5,04/04/2014,5,3,4,1,5,5,3,5,New York University,5,0
3,01/26/2014,4,4,4,0,2,5,5,4,New York University,5,0
5,01/01/2014,4,4,3,0,5,5,5,4,New York University,5,0
5,12/08/2013,5,5,5,0,4,5,5,5,New York University,5,0
5,11/21/2013,5,5,4,0,4,5,5,5,New York University,5,0
5,11/21/2013,5,4,5,0,3,5,5,5,New York University,5,0
5,11/21/2013,5,5,5,1,4,5,5,5,New York University,5,0
5,11/17/2013,5,5,3,0,4,5,5,5,New York University,5,0
4,11/10/2013,4,5,2,0,1,5,1,4,New York University,4,0
5,11/05/2013,5,5,5,0,5,5,5,5,New York University,4,0
5,11/03/2013,5,4,5,0,4,5,5,4,New York University,5,0
5,11/02/2013,5,4,5,0,3,5,5,4,New York University,4,0
5,10/15/2013,5,5,5,0,5,5,5,5,New York University,5,0
4,09/25/2013,4,2,2,0,2,5,5,4,New York University,4,0
4,09/16/2013,5,5,4,0,5,4,5,5,New York University,5,0
4,09/10/2013,5,4,4,0,5,5,5,5,New York University,5,0
5,08/02/2013,5,5,5,0,5,5,5,5,New York University,5,0
5,06/25/2013,5,4,2,0,5,5,5,5,New York University,5,0
5,06/18/2013,5,5,4,0,4,5,5,5,New York University,5,0
5,06/02/2013,5,5,5,0,5,5,5,5,New York University,5,0
5,03/07/2013,5,5,5,0,5,5,5,5,New York University,5,0
4,01/31/2013,5,4,4,0,2,5,5,5,New York University,5,0
5,01/06/2013,4,5,1,0,4,5,3,5,New York University,4,0
3,12/23/2012,1,2,2,0,3,2,1,4,New York University,2,0
5,12/07/2012,5,5,5,0,5,5,5,5,New York University,5,0
5,12/01/2012,4,5,4,0,2,4,1,3,New York University,3,0
5,11/30/2012,4,3,4,0,3,5,5,5,New York University,5,0
4,11/26/2012,5,2,3,0,2,4,5,5,New York University,4,0
4,11/12/2012,5,3,4,0,4,4,3,4,New York University,5,0
5,10/30/2012,5,4,3,0,4,5,5,5,New York University,5,0
4,10/29/2012,5,2,4,0,4,4,5,4,New York University,5,0
5,10/23/2012,5,5,5,0,5,5,5,5,New York University,5,0
3,10/14/2012,5,4,5,0,5,5,5,5,New York University,5,0
5,09/20/2012,5,3,5,0,4,5,3,4,New York University,4,0
5,09/12/2012,5,4,4,0,4,5,5,5,New York University,5,0
5,08/14/2012,4,5,5,0,5,5,5,5,New York University,4,0
5,08/09/2012,5,4,5,0,4,5,5,5,New York University,5,0
5,07/19/2012,5,4,5,0,4,5,5,5,New York University,5,0
4,07/06/2012,5,4,4,0,4,4,5,5,New York University,5,0
5,04/25/2012,5,5,5,0,5,5,5,5,New York University,5,0
4,04/18/2012,3,2,2,0,2,4,5,4,New York University,3,0
3,04/05/2012,5,4,2,0,4,5,3,5,New York University,4,0
5,04/04/2012,5,5,5,0,5,5,5,5,New York University,5,0
5,03/30/2012,4,4,4,0,4,5,5,5,New York University,4,0
5,03/22/2012,5,4,3,0,4,4,3,5,New York University,4,0
2,03/18/2012,2,1,1,0,2,2,1,2,New York University,2,0
5,03/14/2012,5,5,5,0,5,1,1,4,New York University,5,0
5,02/19/2012,5,5,5,0,5,5,5,5,New York University,5,0
4,07/21/2017,4,3,4,0,3,5,5,4,University of Central Florida,5,0
4,07/12/2017,4,4,4,0,3,4,5,4,University of Central Florida,3,0
1,06/25/2017,5,3,2,7,3,4,2,4,University of Central Florida,1,9
3,06/05/2017,2,3,1,2,4,3,3,3,University of Central Florida,2,3
5,06/05/2017,5,5,5,0,5,5,5,5,University of Central Florida,5,4
5,05/24/2017,5,5,5,0,5,5,5,5,University of Central Florida,5,1
3,05/14/2017,5,3,4,1,5,4,4,4,University of Central Florida,4,0
3,05/11/2017,4,3,3,5,4,3,3,4,University of Central Florida,3,0
3,05/06/2017,4,3,4,3,5,3,4,4,University of Central Florida,4,2
5,05/06/2017,4,4,5,3,4,5,4,4,University of Central Florida,5,0
5,05/05/2017,5,5,5,2,4,4,5,4,University of Central Florida,5,1
5,05/01/2017,3,3,4,4,3,4,3,4,University of Central Florida,5,0
4,04/30/2017,4,5,5,2,4,4,4,4,University of Central Florida,4,0
5,04/25/2017,4,3,5,2,5,5,5,4,University of Central Florida,4,0
5,04/25/2017,3,4,3,1,5,3,4,4,University of Central Florida,4,0
3,04/20/2017,3,3,1,5,3,3,1,3,University of Central Florida,3,13
3,04/11/2017,4,3,5,1,3,5,5,4,University of Central Florida,4,1
4,04/05/2017,5,3,3,2,4,4,4,4,University of Central Florida,3,0
5,04/04/2017,4,4,5,1,4,4,5,5,University of Central Florida,5,1
5,03/28/2017,4,4,5,3,4,4,5,4,University of Central Florida,4,0
3,03/24/2017,3,4,4,6,2,4,4,4,University of Central Florida,3,1
3,03/23/2017,5,5,4,2,1,5,2,3,University of Central Florida,5,4
4,03/20/2017,3,4,4,3,2,4,4,4,University of Central Florida,3,1
5,03/12/2017,5,4,5,1,4,5,5,5,University of Central Florida,5,0
5,03/09/2017,4,4,4,1,4,5,5,4,University of Central Florida,4,0
3,03/08/2017,4,3,1,3,1,5,1,4,University of Central Florida,4,5
5,03/06/2017,2,3,5,2,2,5,5,4,University of Central Florida,2,1
5,02/21/2017,5,4,5,4,3,5,4,3,University of Central Florida,5,0
5,02/13/2017,4,4,4,0,3,4,4,4,University of Central Florida,4,0
5,02/05/2017,5,2,4,8,1,4,5,5,University of Central Florida,5,1
4,02/01/2017,4,3,3,1,3,5,4,4,University of Central Florida,4,0
4,01/25/2017,3,2,3,3,4,4,3,4,University of Central Florida,3,0
3,01/11/2017,4,4,5,3,3,4,4,3,University of Central Florida,4,2
3,01/07/2017,4,4,4,5,4,2,3,3,University of Central Florida,4,11
4,12/27/2016,5,4,4,2,4,3,4,4,University of Central Florida,5,0
5,12/26/2016,4,3,4,1,4,5,4,4,University of Central Florida,4,2
5,12/25/2016,4,3,5,1,4,2,5,5,University of Central Florida,4,2
4,12/22/2016,4,4,2,2,4,5,3,4,University of Central Florida,4,3
5,12/21/2016,4,3,4,1,3,4,5,4,University of Central Florida,4,1
4,12/20/2016,4,4,4,1,3,4,4,4,University of Central Florida,4,1
5,12/12/2016,5,5,3,1,4,3,3,4,University of Central Florida,5,1
5,12/12/2016,4,4,4,3,3,4,5,4,University of Central Florida,4,2
5,12/08/2016,4,4,4,2,4,4,5,5,University of Central Florida,4,1
4,12/05/2016,3,2,3,0,2,2,2,3,University of Central Florida,3,2
5,12/02/2016,5,4,1,1,5,5,5,5,University of Central Florida,5,0
4,12/01/2016,4,4,4,1,3,4,4,4,University of Central Florida,4,1
4,11/15/2016,5,4,3,1,5,5,5,5,University of Central Florida,5,0
4,11/04/2016,5,3,3,4,3,4,5,5,University of Central Florida,5,0
5,11/01/2016,4,5,3,1,5,4,3,4,University of Central Florida,4,1
3,10/31/2016,3,3,3,1,4,4,3,5,University of Central Florida,3,0
5,10/27/2016,5,4,5,1,3,5,5,5,University of Central Florida,5,0
5,10/19/2016,5,4,5,2,4,5,5,4,University of Central Florida,5,0
5,10/18/2016,5,4,5,2,4,5,5,4,University of Central Florida,5,0
4,10/11/2016,5,5,5,1,5,3,5,4,University of Central Florida,5,0
5,10/05/2016,5,4,5,2,4,5,5,3,University of Central Florida,5,0
5,09/30/2016,5,5,4,4,4,4,5,4,University of Central Florida,5,0
5,09/26/2016,5,5,5,1,5,5,5,4,University of Central Florida,5,0
5,09/15/2016,4,4,4,2,3,3,5,4,University of Central Florida,4,0
5,08/26/2016,2,4,5,2,3,5,3,3,University of Central Florida,2,2
5,08/15/2016,5,5,5,4,4,5,5,5,University of Central Florida,5,7
3,08/12/2016,4,3,3,4,3,4,4,4,University of Central Florida,4,3
4,08/05/2016,5,5,4,1,4,5,5,4,University of Central Florida,5,2
5,08/03/2016,4,4,5,1,3,4,5,5,University of Central Florida,5,0
5,07/13/2016,4,4,5,3,3,5,5,5,University of Central Florida,5,0
5,07/07/2016,5,4,5,3,3,5,5,5,University of Central Florida,5,1
5,07/01/2016,5,5,5,0,4,5,5,5,University of Central Florida,5,3
4,06/24/2016,5,5,4,0,5,5,5,5,University of Central Florida,5,2
5,06/21/2016,5,5,5,1,5,5,5,5,University of Central Florida,5,0
4,06/20/2016,4,4,4,0,3,5,4,3,University of Central Florida,4,1
4,06/16/2016,5,3,1,3,5,5,5,5,University of Central Florida,5,3
4,06/05/2016,5,4,4,4,5,4,4,4,University of Central Florida,5,1
5,05/23/2016,5,4,5,4,3,5,5,4,University of Central Florida,5,3
5,05/19/2016,3,3,5,6,4,5,5,4,University of Central Florida,4,2
1,05/18/2016,1,1,3,5,1,2,3,1,University of Central Florida,2,5
1,05/18/2016,1,1,1,9,1,1,1,1,University of Central Florida,1,3
5,05/17/2016,5,5,5,3,5,5,5,5,University of Central Florida,5,6
3,05/16/2016,3,3,3,14,4,3,2,2,University of Central Florida,2,2
1,05/13/2016,1,1,1,4,1,1,1,1,University of Central Florida,1,3
1,05/13/2016,1,1,1,3,1,1,1,1,University of Central Florida,1,5
4,05/11/2016,4,4,5,3,4,4,5,4,University of Central Florida,5,2
5,05/08/2016,3,3,1,9,4,5,1,3,University of Central Florida,4,0
5,05/06/2016,5,5,5,1,5,3,5,5,University of Central Florida,5,6
5,05/05/2016,5,4,5,2,5,5,5,5,University of Central Florida,5,4
3,04/29/2016,4,2,3,4,3,3,1,4,University of Central Florida,4,1
3,04/29/2016,5,4,3,5,4,4,3,4,University of Central Florida,5,1
4,04/28/2016,5,5,4,1,3,5,4,4,University of Central Florida,5,4
4,04/27/2016,4,4,4,1,4,4,4,3,University of Central Florida,4,3
5,04/27/2016,5,5,5,1,4,5,5,5,University of Central Florida,5,4
5,04/19/2016,5,3,4,1,4,5,5,5,University of Central Florida,4,3
4,04/11/2016,3,3,5,1,3,5,5,5,University of Central Florida,4,5
5,03/27/2016,5,5,4,4,3,5,5,5,University of Central Florida,5,1
5,03/25/2016,5,4,5,1,5,5,5,5,University of Central Florida,5,2
3,03/21/2016,3,4,5,1,2,4,4,4,University of Central Florida,4,2
4,03/02/2016,4,4,3,0,5,3,3,3,University of Central Florida,4,4
5,02/29/2016,4,5,5,2,4,5,5,5,University of Central Florida,5,1
5,02/29/2016,5,5,5,3,5,5,5,5,University of Central Florida,5,2
3,02/14/2016,4,2,3,3,2,3,2,3,University of Central Florida,4,2
4,02/08/2016,3,3,4,3,3,4,4,4,University of Central Florida,4,4
4,01/12/2016,3,3,3,5,1,5,2,4,University of Central Florida,3,0
5,01/11/2016,5,4,4,3,3,5,5,5,University of Central Florida,5,1
5,01/09/2016,5,5,5,3,5,5,5,5,University of Central Florida,5,2
3,01/07/2016,3,3,4,4,3,4,4,3,University of Central Florida,4,0
5,01/07/2016,5,5,5,1,5,5,5,5,University of Central Florida,5,1
4,12/31/2015,4,4,4,4,4,5,5,4,University of Central Florida,5,0
4,12/28/2015,4,4,5,4,3,4,4,4,University of Central Florida,4,2
4,12/28/2015,5,4,4,2,4,5,5,4,University of Central Florida,5,0
5,12/21/2015,5,4,4,4,4,5,5,4,University of Central Florida,5,0
5,12/18/2015,4,3,4,2,4,5,5,4,University of Central Florida,4,0
5,12/14/2015,4,3,3,4,2,5,4,4,University of Central Florida,5,2
5,12/13/2015,4,4,5,1,4,5,5,5,University of Central Florida,4,2
1,12/12/2015,1,1,1,1,1,1,1,1,University of Central Florida,1,20
3,12/11/2015,3,2,2,0,3,3,1,2,University of Central Florida,3,5
4,12/09/2015,4,4,4,1,3,5,5,2,University of Central Florida,5,0
5,12/09/2015,5,5,5,0,5,5,5,5,University of Central Florida,5,1
5,12/08/2015,5,3,5,0,5,5,5,5,University of Central Florida,4,0
3,12/03/2015,4,4,4,0,2,4,5,5,University of Central Florida,4,1
4,11/28/2015,4,3,5,1,3,5,5,4,University of Central Florida,5,0
4,11/24/2015,4,4,4,0,3,5,4,4,University of Central Florida,4,0
4,11/20/2015,4,3,4,0,3,5,3,4,University of Central Florida,5,0
4,11/13/2015,5,1,4,0,3,4,4,5,University of Central Florida,5,1
5,10/30/2015,3,3,5,0,3,4,5,4,University of Central Florida,4,0
5,10/30/2015,5,4,5,1,3,5,5,5,University of Central Florida,5,1
5,10/29/2015,4,4,5,0,4,5,5,4,University of Central Florida,4,0
5,10/27/2015,5,3,5,1,3,5,5,5,University of Central Florida,5,0
5,10/25/2015,4,3,5,0,4,4,5,3,University of Central Florida,4,0
3,10/19/2015,3,3,2,1,3,2,1,2,University of Central Florida,3,4
3,10/19/2015,1,3,3,2,2,2,1,2,University of Central Florida,2,3
3,10/19/2015,4,2,2,3,5,4,2,2,University of Central Florida,4,0
4,10/14/2015,3,3,3,0,3,4,5,4,University of Central Florida,4,1
5,10/13/2015,5,3,4,3,2,4,4,4,University of Central Florida,4,0
5,10/07/2015,5,5,5,2,4,5,5,5,University of Central Florida,5,0
5,10/07/2015,5,4,4,1,4,5,5,4,University of Central Florida,5,1
5,10/05/2015,5,5,5,4,5,5,5,5,University of Central Florida,5,0
5,09/29/2015,5,4,5,0,3,4,5,5,University of Central Florida,5,0
4,09/23/2015,3,3,4,0,4,5,5,5,University of Central Florida,4,0
5,09/16/2015,3,3,5,1,4,5,5,3,University of Central Florida,4,0
5,09/04/2015,4,3,5,3,3,4,5,4,University of Central Florida,4,0
4,08/31/2015,3,4,4,1,3,3,5,4,University of Central Florida,4,0
5,08/30/2015,4,5,5,0,1,4,5,5,University of Central Florida,4,0
5,08/27/2015,5,4,5,0,5,4,5,4,University of Central Florida,5,0
4,08/26/2015,3,3,4,0,2,4,3,4,University of Central Florida,4,0
4,08/26/2015,4,3,5,0,3,4,5,5,University of Central Florida,5,0
5,08/23/2015,5,5,5,9,3,5,5,5,University of Central Florida,5,1
3,08/16/2015,3,1,4,1,1,4,1,2,University of Central Florida,3,21
3,08/14/2015,3,1,1,5,2,2,3,3,University of Central Florida,3,10
3,08/14/2015,3,3,2,5,2,2,3,4,University of Central Florida,3,4
5,08/12/2015,5,4,5,5,4,5,5,5,University of Central Florida,5,5
5,08/11/2015,5,5,5,3,5,5,5,5,University of Central Florida,5,4
5,08/11/2015,5,2,5,0,2,4,5,4,University of Central Florida,5,4
5,08/10/2015,4,4,4,2,4,5,5,5,University of Central Florida,5,7
2,08/08/2015,3,1,3,5,3,2,1,3,University of Central Florida,3,5
5,07/31/2015,4,3,5,1,5,5,5,5,University of Central Florida,5,2
3,07/13/2015,5,5,4,0,5,5,4,4,University of Central Florida,5,4
5,07/12/2015,5,5,5,1,3,5,5,5,University of Central Florida,5,5
5,07/07/2015,5,5,5,3,5,4,5,5,University of Central Florida,5,1
3,06/29/2015,3,3,3,2,2,4,3,4,University of Central Florida,4,1
3,06/26/2015,3,5,5,3,3,5,3,4,University of Central Florida,4,1
5,06/24/2015,5,5,5,0,4,5,5,4,University of Central Florida,5,2
2,06/24/2015,1,1,1,5,4,1,2,3,University of Central Florida,2,6
4,06/22/2015,4,5,5,1,4,5,4,4,University of Central Florida,4,3
1,06/14/2015,1,1,3,9,2,1,2,5,University of Central Florida,2,7
3,06/05/2015,5,3,4,1,3,3,4,3,University of Central Florida,5,0
4,05/28/2015,4,4,5,1,3,5,5,5,University of Central Florida,5,2
4,05/28/2015,4,3,5,0,4,5,5,4,University of Central Florida,5,1
5,05/20/2015,4,4,4,2,3,5,4,5,University of Central Florida,4,0
4,05/14/2015,4,3,5,0,4,3,5,4,University of Central Florida,5,0
4,05/13/2015,4,4,5,1,4,4,5,4,University of Central Florida,5,2
5,05/13/2015,4,5,4,0,3,5,5,5,University of Central Florida,5,0
5,05/12/2015,5,3,5,0,2,5,5,5,University of Central Florida,5,1
2,05/11/2015,4,3,3,4,3,2,2,3,University of Central Florida,4,8
4,05/06/2015,4,4,3,2,4,5,3,4,University of Central Florida,5,0
5,05/05/2015,5,5,5,1,5,5,5,4,University of Central Florida,5,0
3,05/05/2015,4,3,4,0,3,4,5,4,University of Central Florida,4,0
1,05/05/2015,1,1,1,2,1,1,2,1,University of Central Florida,1,13
4,05/04/2015,4,4,5,1,4,4,5,5,University of Central Florida,5,0
1,05/04/2015,1,2,2,1,2,4,2,2,University of Central Florida,2,6
4,04/30/2015,5,4,5,1,4,5,5,4,University of Central Florida,5,3
5,04/27/2015,4,3,5,2,4,3,5,3,University of Central Florida,5,0
2,04/24/2015,3,3,2,3,2,3,1,3,University of Central Florida,3,4
4,04/21/2015,3,4,3,1,3,3,3,4,University of Central Florida,4,4
4,04/20/2015,5,4,4,1,3,5,4,4,University of Central Florida,5,1
4,04/16/2015,3,3,3,2,3,3,3,3,University of Central Florida,3,7
4,04/15/2015,4,4,3,2,2,5,5,4,University of Central Florida,5,0
5,04/12/2015,5,5,5,3,3,5,5,5,University of Central Florida,5,1
4,03/28/2015,5,4,4,4,3,4,5,4,University of Central Florida,5,2
1,03/27/2015,3,2,3,8,3,3,1,4,University of Central Florida,2,8
5,03/22/2015,5,4,5,5,4,5,5,4,University of Central Florida,5,2
4,03/20/2015,3,4,4,5,3,5,5,4,University of Central Florida,4,3
4,03/19/2015,4,4,3,4,3,4,5,4,University of Central Florida,5,2
5,03/17/2015,5,4,5,3,4,5,5,5,University of Central Florida,5,3
5,03/04/2015,4,4,5,4,4,5,5,5,University of Central Florida,5,3
5,03/04/2015,5,5,5,5,5,5,5,5,University of Central Florida,5,3
5,03/04/2015,4,4,5,7,3,5,5,3,University of Central Florida,5,2
5,02/28/2015,3,4,5,3,3,3,4,4,University of Central Florida,4,1
4,02/11/2015,5,4,4,2,3,5,5,4,University of Central Florida,5,1
4,02/11/2015,3,3,2,5,2,3,2,3,University of Central Florida,3,0
5,02/10/2015,5,5,5,2,3,5,5,5,University of Central Florida,5,1
4,02/09/2015,3,3,4,4,2,4,3,3,University of Central Florida,3,1
4,02/03/2015,4,4,4,2,3,4,4,4,University of Central Florida,4,0
3,01/14/2015,3,3,3,1,4,4,4,4,University of Central Florida,3,1
5,06/08/2017,5,5,3,5,4,4,5,5,Boston University,3,4
4,06/01/2017,4,4,3,4,3,3,5,4,Boston University,4,0
2,05/25/2017,1,1,2,9,2,3,2,2,Boston University,2,7
1,05/25/2017,4,2,2,4,1,3,3,3,Boston University,2,4
5,05/25/2017,4,4,5,7,5,5,5,5,Boston University,5,5
5,05/25/2017,4,4,4,5,4,5,5,5,Boston University,4,2
3,05/24/2017,5,3,4,1,4,4,5,4,Boston University,4,0
5,05/11/2017,1,3,1,6,2,1,2,5,Boston University,3,13
4,05/10/2017,4,3,5,2,3,5,4,5,Boston University,4,2
4,05/05/2017,5,4,5,3,5,5,5,5,Boston University,5,2
4,04/24/2017,3,3,5,0,3,4,5,5,Boston University,3,2
5,04/07/2017,4,5,5,2,4,5,5,5,Boston University,5,3
5,04/06/2017,3,5,4,1,4,5,4,4,Boston University,4,2
5,03/29/2017,4,4,1,7,2,3,3,2,Boston University,2,4
4,03/22/2017,4,3,3,2,3,5,4,4,Boston University,3,0
4,03/14/2017,5,3,1,6,5,5,4,4,Boston University,3,1
5,03/07/2017,5,4,5,0,4,5,5,5,Boston University,5,3
2,02/24/2017,2,3,1,9,4,4,2,3,Boston University,3,1
4,02/18/2017,4,5,5,0,4,5,4,5,Boston University,4,2
4,02/17/2017,3,4,5,5,3,4,5,3,Boston University,4,0
4,02/06/2017,5,4,3,2,4,5,4,3,Boston University,5,1
5,01/10/2017,5,4,4,3,4,4,5,5,Boston University,5,1
5,12/26/2016,4,5,4,3,3,5,5,4,Boston University,4,0
3,12/20/2016,2,3,2,5,3,3,1,3,Boston University,2,0
5,12/15/2016,2,3,4,4,3,5,5,4,Boston University,2,1
3,12/09/2016,3,4,2,2,2,4,3,5,Boston University,3,4
5,12/09/2016,2,3,4,1,3,5,5,5,Boston University,2,0
1,12/07/2016,1,1,1,1,1,2,1,1,Boston University,1,8
5,12/05/2016,4,5,4,1,4,5,5,4,Boston University,4,4
3,11/30/2016,3,4,3,2,3,5,5,5,Boston University,3,1
4,11/28/2016,3,5,3,1,4,5,3,4,Boston University,3,1
2,11/20/2016,2,2,1,5,3,1,2,2,Boston University,2,5
5,11/14/2016,4,3,4,3,3,5,5,4,Boston University,4,1
5,11/04/2016,4,3,4,3,1,4,4,4,Boston University,4,2
4,10/22/2016,4,4,3,4,2,5,4,4,Boston University,4,2
4,10/07/2016,3,4,3,2,1,5,4,4,Boston University,3,4
4,10/07/2016,3,3,5,1,2,5,4,4,Boston University,3,2
4,10/07/2016,3,4,2,1,2,5,4,5,Boston University,3,1
5,10/05/2016,3,3,5,1,3,4,5,5,Boston University,3,1
4,09/30/2016,3,3,4,0,2,5,3,4,Boston University,3,0
2,09/21/2016,1,3,2,3,3,2,1,3,Boston University,1,0
5,08/27/2016,3,4,5,1,5,5,3,4,Boston University,3,4
3,08/10/2016,3,3,3,1,4,4,3,5,Boston University,3,3
3,08/10/2016,4,3,3,1,4,5,4,5,Boston University,4,1
4,07/27/2016,2,3,2,7,4,2,2,4,Boston University,2,2
4,07/21/2016,4,3,5,6,3,5,5,4,Boston University,5,4
